visit_date,number_of_visits,username,store_name,delivery_days,wh,gcu,barangay,city,long,lat,store_profile,last_delivered_date,has_tried_elista,delivered_order_ids,delivered_categories,bakit hindi umorder si customer?,latest_order_status,cancellation_reason,no_delivered_orders,bucket
,,cb725601u110,RSMMM Gen. Merchandise,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9249891,10.3704578,Non Key Account,2023-08-30,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u112,Lilian Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9211097,10.3738235,Non Key Account,2023-12-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u115,Carmel Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9254899,10.3700357,Non Key Account,2023-08-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u116,Rhea Mae Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9309428,10.3690073,Non Key Account,2022-06-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u117,Ailyn Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9315052,10.3706351,Non Key Account,2022-06-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u118,Liza Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9311042,10.3723537,Non Key Account,2023-08-16,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u121,Glenda Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.9310848,10.3739142,Non Key Account,2022-06-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u122,FCB Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.9330247,10.3770099,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u123,Mokie Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9381828,10.3787025,Non Key Account,2025-08-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u124,Azalea Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9337397,10.3794372,Non Key Account,2022-10-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u125,Shan Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.9315619,10.3748393,Non Key Account,2023-03-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u126,Jelera Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.931538,10.3747341,Non Key Account,2023-09-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u127,Pine Convenience Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9191924,10.3869041,Non Key Account,2022-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u128,Nanay Alicia Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9164791,10.3879532,Non Key Account,2025-03-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u129,AC Food House,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9165162,10.3879416,Non Key Account,2022-07-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u13,Angel Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9183692,10.3859072,Non Key Account,2023-09-04,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725601u130,Agnes Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9159113,10.3864538,Non Key Account,2024-06-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u131,Antonette Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9165209,10.3858194,Non Key Account,2023-09-25,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u132,Lora Store,"Monday, Wednesday, Friday",CB,CB04,Bacayan,Cebu City,123.9162033,10.3857426,Non Key Account,2022-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u133,Alice store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9337333,10.3714322,Non Key Account,2023-08-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u137,Enen store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9332714,10.3717885,Non Key Account,2022-10-21,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u138,Ronie Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9330178,10.3718064,Non Key Account,2022-06-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u139,Rosie Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9328606,10.3722705,Non Key Account,2022-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u140,Hope sari2x store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9326775,10.3722023,Non Key Account,2023-02-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u143,Guanzon Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9341865,10.3709287,Non Key Account,2024-01-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u144,Ade Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.934132,10.3710243,Non Key Account,2023-09-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u146,Ramil Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9338621,10.3716321,Non Key Account,2022-10-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u148,Cindy Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9344778,10.3714577,Non Key Account,2023-02-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u15,Mark & Tifanny store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.932775,10.367043,Non Key Account,2024-01-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u150,GEVEE Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.933328,10.3674025,Non Key Account,2024-01-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u153,Marites store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9346476,10.3704361,Non Key Account,2023-03-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u154,Emily Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.933329,10.372385,Non Key Account,2022-12-30,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u156,Rim Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9342488,10.3718206,Non Key Account,2023-06-16,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u157,Jona Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9277268,10.36887,Non Key Account,2022-09-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u174,Ney sari2 store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9335765,10.3677794,Non Key Account,2022-06-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u176,Jude Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9347506,10.3679969,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u177,Jevie Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.935045,10.3681308,Non Key Account,2023-08-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u184,Anna sari2 store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9358368,10.3756359,Non Key Account,2023-09-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u185,Dennis Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9353683,10.37611,Non Key Account,2022-06-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u187,Heinz store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9318882,10.3813288,Non Key Account,2026-04-15,No,,,,delivered,,0,P30D No Delivery (NKA)
,,cb725601u188,Yanyan store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9321503,10.3813236,Non Key Account,2022-12-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u19,Zayne IJ sari2 store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9277581,10.3863278,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u192,Krissy Love Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9278008,10.3870241,Non Key Account,2023-10-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u193,Maricar Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9277551,10.3871533,Non Key Account,2024-03-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u196,Mary's Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9268773,10.3894755,Non Key Account,2023-02-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u197,Arjs Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9270456,10.3895319,Non Key Account,2023-07-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u199,Lang2 Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9264119,10.3920088,Non Key Account,2022-06-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u2,Jenalyn Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9263845,10.3919046,Non Key Account,2025-12-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u20,Bebe store,"Monday, Wednesday, Friday",CB,CB04,Casili,Mandaue City,123.9263886,10.3919083,Non Key Account,2023-06-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u200,Rowena Store,"Monday, Wednesday, Friday",CB,CB04,Sacsac,Consolacion,123.9295862,10.3928932,Non Key Account,2022-06-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u201,Moreno Store,"Monday, Wednesday, Friday",CB,CB04,Sacsac,Consolacion,123.9298568,10.3894868,Non Key Account,2022-06-29,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u202,3J Tuason Store,"Monday, Wednesday, Friday",CB,CB04,Sacsac,Consolacion,123.9299304,10.3894634,Non Key Account,2024-10-18,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725601u203,Catherine Store,"Monday, Wednesday, Friday",CB,CB04,Sacsac,Consolacion,123.9300178,10.3908671,Non Key Account,2026-04-20,No,,,,delivered,,0,P30D No Delivery (NKA)
,,cb725601u205,Susan Store,"Monday, Wednesday, Friday",CB,CB04,Sacsac,Consolacion,123.9331727,10.3845426,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u207,Jocol Store,"Monday, Wednesday, Friday",CB,CB04,Casili,Consolacion,123.9363014,10.3806094,Non Key Account,2024-02-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u208,Tindahan ni Maning,"Monday, Wednesday, Friday",CB,CB04,Casili,Consolacion,123.9374295,10.3798708,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u217,Seno Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.923268,10.371087,Non Key Account,2023-05-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u22,Chequered Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9202531,10.379289,Non Key Account,2023-09-27,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u220,Mercy Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.912742,10.3771071,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u221,Quennie Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9124522,10.3771009,Non Key Account,2025-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u222,Zion Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9124235,10.3777949,Non Key Account,2023-02-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u223,Miguel Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.914448,10.3784357,Non Key Account,2023-08-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u224,James Anthony Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9144146,10.3786367,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u225,Gloria Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9145145,10.3783801,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u226,Andilab Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9150796,10.3777924,Non Key Account,2022-06-17,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725601u227,Roljoys Sari2 store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9131727,10.3755063,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u228,Daven Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9150451,10.375161,Non Key Account,2025-06-04,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u229,LG Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9166268,10.3776396,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u23,Beverly Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9166707,10.3777001,Non Key Account,2023-10-27,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u231,Cora Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.915027,10.3879553,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u232,Vergie Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9147566,10.3873633,Non Key Account,2023-02-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u233,Jevens Bakeshop/sari2 store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9147143,10.3870847,Non Key Account,2023-08-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u235,Cherryl Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9139576,10.3855354,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u236,Anthony Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9179841,10.3789311,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u237,Miranda Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9164811,10.3789872,Non Key Account,2024-10-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u238,Chanie Store,"Monday, Wednesday, Friday",CB,CB04,Pulangbato,Cebu City,123.908554,10.397962,Non Key Account,2025-08-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u239,Johnrey Store,"Monday, Wednesday, Friday",CB,CB04,Pulangbato,Cebu City,123.9097781,10.3980732,Non Key Account,2022-06-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u24,Shangge Store,"Monday, Wednesday, Friday",CB,CB04,Pulangbato,Cebu City,123.9150439,10.3931037,Non Key Account,2022-12-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u240,Brya and carl store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9218707,10.3730878,Non Key Account,2023-08-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u241,Mark & Nicnic Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.921953,10.373033,Non Key Account,2025-06-30,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u242,Marites Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9188039,10.3915261,Non Key Account,2023-02-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u243,Darwin Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9185087,10.3912821,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u244,Niña mae Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9189755,10.3921031,Non Key Account,2022-10-19,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u245,Ardiente Store,"Monday, Wednesday, Friday",CB,CB04,Pulangbato,Cebu City,123.9146759,10.3981924,Non Key Account,2023-09-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u246,L & G Store,"Monday, Wednesday, Friday",CB,CB04,Pulangbato,Cebu City,123.9146065,10.3977391,Non Key Account,2022-08-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u247,Coney Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9177812,10.3972063,Non Key Account,2022-06-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u249,Alona Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.920374,10.399199,Non Key Account,2024-02-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u25,Bebe Reyes Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9199862,10.399446,Non Key Account,2023-08-16,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u250,Ruby Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.919865,10.3991376,Non Key Account,2022-10-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u26,Empay Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9206596,10.3986948,Non Key Account,2022-06-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u266,Zeny Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9229103,10.3707987,Non Key Account,2023-08-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u267,Rosalyn Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9341468,10.3703981,Non Key Account,2022-07-25,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u269,Nene Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9322878,10.3679661,Non Key Account,2022-07-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u270,Efrain Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9327724,10.3681258,Non Key Account,2023-07-28,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u271,Clark Eatery and sari2 Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9329493,10.3680521,Non Key Account,2023-06-21,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u272,G&R Food & Drinks,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.932649,10.3679554,Non Key Account,2022-10-31,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u273,Belen Fresh Chicken & sari2 sto,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9326466,10.3681058,Non Key Account,2022-07-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u274,Gas n' Tings ,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9330764,10.3680346,Non Key Account,2024-02-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u275,Asyla Store,"Monday, Wednesday, Friday",CB,CB04,San Jose,Cebu City,123.9165272,10.3785423,Non Key Account,2022-10-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u276,Ging ging Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9335966,10.3683039,Non Key Account,2022-10-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u278,Charlyn Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9335684,10.3677656,Non Key Account,2022-07-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u279,Ricardo Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9346003,10.368662,Non Key Account,2022-10-14,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725601u28,Gloria Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9211635,10.4053178,Non Key Account,2023-04-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u293,Evelyn Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9326827,10.3708567,Non Key Account,2024-01-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u294,Arlyn Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9325996,10.3712017,Non Key Account,2022-07-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u298,Leonica Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9328221,10.3685467,Non Key Account,2023-02-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u299,Rowena Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9324284,10.3680252,Non Key Account,2023-08-11,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u300,Marites Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9263419,10.3711612,Non Key Account,2022-07-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u301,Sefa Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9262048,10.371379,Non Key Account,2023-10-16,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u302,Jeclaire Sari2x Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9265409,10.3712292,Non Key Account,2022-08-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u305,Margaret Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9243787,10.3705832,Non Key Account,2022-07-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u306,Lourdes Store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9245665,10.370378,Non Key Account,2022-07-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u31,Glaiza store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9210313,10.3994881,Non Key Account,2022-09-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u335,Dianne Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.930671,10.3677468,Non Key Account,2022-07-30,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u336,Elvs feeds and sari2 store,"Monday, Wednesday, Friday",CB,CB04,Talamban,Cebu City,123.9231247,10.3713477,Non Key Account,2022-10-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u34,Titas Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9215612,10.3979093,Non Key Account,2024-05-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u358,3LA's Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.93357,10.374953,Non Key Account,2026-04-20,No,,,,delivered,,0,P30D No Delivery (NKA)
,,cb725601u359,LRKP Sari2x Store,"Monday, Wednesday, Friday",CB,CB04,Tawason,Mandaue City,123.9336883,10.3749283,Non Key Account,2022-11-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u36,BEAT sari2 store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9223032,10.3942197,Non Key Account,2022-11-30,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u360,Bliss Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9350217,10.3724867,Non Key Account,2024-08-19,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u361,Jason Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9349967,10.3724883,Non Key Account,2022-10-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u362,Aling Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9350905,10.3728733,Non Key Account,2022-08-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u363,Pamela Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.935295,10.3730418,Non Key Account,2024-10-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u364,Jan2x Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9349866,10.3733702,Non Key Account,2022-08-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u365,Arlene Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9348331,10.3730073,Non Key Account,2023-12-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u366,Inday Avenido Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9351877,10.3733528,Non Key Account,2022-10-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u367,Nina Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9351849,10.3729318,Non Key Account,2023-09-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u368,Jing2x Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9353559,10.3729973,Non Key Account,2022-10-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u369,JF's Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9345804,10.3730841,Non Key Account,2023-07-19,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u370,Jack2 Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.93410096,10.37302871,Non Key Account,2023-10-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u372,Bernard Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.93486,10.3736067,Non Key Account,2023-02-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u373,Lita Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.934983,10.3737166,Non Key Account,2023-06-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u374,Alfar Store,"Monday, Wednesday, Friday",CB,CB04,Cubacub,Mandaue City,123.9345988,10.3736547,Non Key Account,2023-08-11,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u375,Lisa Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.933658,10.3729733,Non Key Account,2023-09-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u376,Bebe Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9339295,10.3731291,Non Key Account,2023-09-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u377,Girlie Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9335865,10.3732754,Non Key Account,2022-10-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u378,Yen2 Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9333936,10.3731099,Non Key Account,2026-04-17,No,,,,delivered,,0,P30D No Delivery (NKA)
,,cb725601u38,Ton2x Store,"Monday, Wednesday, Friday",CB,CB04,Pit-os,Cebu City,123.9223917,10.3941417,Non Key Account,2022-06-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725601u380,Krystel Store,"Monday, Wednesday, Friday",CB,CB04,Canduman,Mandaue City,123.9328938,10.3732988,Non Key Account,2022-08-19,No,,,,delivered,,0,Churned (60+ Days)
